,Title,Content
114,"UPDATE: RETURNED / Found: Small young female dog, black/brown","***** UPDATE 11/4*****
This dog has just been returned to her owner! I hope everyone finds their lost pets :)

----------

I found a small dog, mostly black with brown markings, wandering on the corner of Bolsa/Van Buren near the fire station. 

Please reply to describe appearance and collar. She sounds like she wants to go home ASAP.    "
115,Small long haired white and tan dog,My wife’s dog bailed out of the car after a camping trip. She is about 20 lbs long white hair with tan spots. She is micro chipped. If you know where she’s at please respond to ad.    
116,Lost Dog,"Lost female dog at Bonelli Bluffs campground this morning. She is a 19.6 lb mixed Spaniel, white with wheat markings. She is microchipped and has a San Diego County license tag on her collar.    "
117,LOST DOG - WHITE SPANIEL MIX - BONELLI PARK,"LOST DOG - SAN DIMAS BONELLI PARK 
Bonelli Bluffs campground
Spayed female, goes by Holly 
Collar with San Diego tag, microchipped 
Have you seen her? Keeping her safe?
show contact info
"
118,Black wallet,"Black wallet lost at TownPlace suites Marriot on S State College blvd.

All cards are locked but I really need my Oregon ID.

Cash Reward    "
119,Lost Dog,"Our Yorkie went missing on October 25 near 9th Street and Acacia Parkway in Garden Grove. She was last seen wearing just a plastic medical cone around her neck. If you’ve seen her, please let us know ASAP so that we can be reunited with our dog! She is 9 years old and has quite a bit of medical issues. She’s tan and silver. Please, please contact me if you find her.    "
120,Lost DJI Drone (11/25/21),"DJI Mini 2 Drone lost in Thousand Oaks area near Ladera Stars Academy. Last GPS coordinates at or near Rolling Ave and Potter Ave off of Pederson Road. Please text/call  show contact info
 or  show contact info
. REWARD!!!!    "
121,"warning iphone, samsung, other cell phone seller - watch out this guy","I was selling an iPhone here.
Last night, this guy call and text me from 657 area code (Anaheim) xxx-8231.
He shows up late night, hand in counterfeit 100 bills, and then drive away.
I reported already, but all of you on craigslist be aware with this man.

* He drives a black or dark blue Honda Odyssey, and he leaves the engine on. Also, he back to his van a couple of times because he said that his friend is sick in the van.

If anyone knows this man's info, just email me.

Be safe. Thanks.    "
122,FOUND Husky in Garden Grove,Found on Harbor and Garden Grove Blvd all by himself in an alley between 99 Cent Store and Dollar Tree.    
123,"Lost grey, folded ear small cat","Please help, our family cat Muffin escaped outside on October 28th night. He is an indoor cat and easily spooked. If you seen him, please contact me as soon as possible. Please call or text  show contact info
.    "
124,LOST - SILVER SHORT HAIRED PERSIAN CAT,"Lost female silver short haired persian cat. McFadden and Gothard. Huntington Beach. REWARD. Call  show contact info
.    "
125,MISSING CAT- white and gray,"Missing cat from Island neighborhood off McFadden and Goldenwest. Small and adorable smashed face, Persian like.  Please text  show contact info
 if seen. Last seen 11/16.    "
126,Lost bag in Vons parking lot - Moorpark Road,"Was shopping at Vons yesterday.  I believe I left a small bag in the cart outside.  Nothing of real value but purchased at Vons:  vitamins, magazine (Mens Health over 40), bananas, mouthwash, toothpaste.  I may have also left my wallet in the bag or dropped it near the cart.  There was no money in wallet (brown leather), just a debit card (which has been cancelled), and a few photos of my dog, my gym buddy Dave, and my Vons card.  Let me know if you find it - thanks buddy.    "
127,lost bearded dragon reward,lost large lizard bearded dragon. reward if found. pleaze contact    
128,Missing ESA Great Pyrenees Puppy,"Missing ESA Great Pyrenees puppy with Purple Collar near Diamond Bar, CA.

Last seen 11/6 Sat around 7PM. Earliest known missing time 11/7 Sun at 6am.

Rewards upon finding!    "
129,Looking for my lost cat,"Cat went missing this last Monday morning from the Corsican apartment complex at Sunkist and Lincoln in Anaheim.
It's a male cat his name is Wiki. wearing a blue collar with tag on it which shows my phone number.
Seven one four , five one nine
Eight one zero nine.
I would be very grateful for any information as to his whereabouts.
reward as well.  show contact info
"
130,Lost Toyota keyfob,"Small keyfob, with Toyota logo, possibly lost at/near gas station at Anaheim Blvd. and Katella Ave. Possibly fell off car when departing gas station, going Anaheim Blvd southbound.    "
131,Wag a dog's best friend lock,"I found a lockbox behind del taco so I am trying to locate it's owner to get it back to the rightful place it belongs to, get in contact with me if that's you okay.    "
132,Lost my wallet,Hello I lost my wallet it has my I'd and my debit card pls return it's a black wallet with a sticker on each side sticker is white faded    
133,lost my special friend,"Looking for my list special friend, or a new one. 
We used to go out on walks, swim. Sometimes we would go grab a drink. I used to love when we would eat out. 
If you’ve seen her or know of someone who likes the same thing hit me up    "
134,$$$   LOST DALMATIAN - POMONA / PHILLIPS RANCH   $$$,"$$$   LOST DALMANTIAN - POMONA / PHILLIPS RANCH   $$$
Phillips & Storrs Pl 
Spayed female, goes by COI. 
Pink collar. Friendly & catch-able. 
Possible sighting of male Hispanic walking Dalmatian on Phillips on Saturday btwn 11:00 - 12:30pm. 
Family checking cameras in area
Hoping good Samaritan sees this post <3
REWARD for her safe return

ANY info or sightings, CALL: 
show contact info


Please share this post
"
135,Trailer Stolen!,"Please report to police if you see it.
This was stolen last night 10/29/21 between 9:30 pm to 10:30 pm, near corner of First St andHarborBlvd. It have a small boat and 2 flat tires on it.    "
136,LOST DOG? IN Orange Country,She is brown and white The white on her paws stop at the top of her paws and at the tip of her tail She is 2 years old and 5 months Possibly had on a pink collar    
137,LOST DOG? IN Orange Country,She is brown and white The white on her paws stop at the top of her paws and at the tip of her tail She is 2 years old and 5 months Possibly had on a pink collar    
138,LOST DOG? IN Orange Country,She is brown and white The white on her paws stop at the top of her paws and at the tip of her tail She is 2 years old and 5 months Possibly had on a pink collar    
139,LOST DOG? IN Orange Country,She is brown and white The white on her paws stop at the top of her paws and at the tip of her tail She is 2 years old and 5 months Possibly had on a pink collar    
140,lost bald beaver,"missing beautiful bald beaver, very loving and smooth...if found please send pics    "
141,Looking for my purple purse,I lost my purse a few weekends ago while in DT Huntington Beach. Please contact me if you find it. Appreciate all help locating my belongings.    
142,Lost Blue pattern ladies wallet,"I lost my ladies pale blue pochette style bag insert wallet. A Nancy was kind enough to call my bank to cancel the card. Only thing in it was the card, and small amount of cash. 
Would love the wallet back as it attaches to my purse. Keep the cash ? 
Lost on the beach by the wall in Huntington Beach by Zacks.    "
143,accidentally donated silver tea set,"My late mother's sterling silver tea service was accidentally donated to a thrift shop in Oxnard, CA on Nov 12, 2021, and sold sometime in the last two weeks. We would like to retrieve it, and will gladly compensate whoever currently possesses it.

The tea service consists of multiple pieces, and we don't know if they were sold individually or as a set. Here is a picture of most of the pieces (there are eight pieces in total, ignoring the tray).

The tray was in a separate box and was not donated, but all other pieces are assumed to be missing.

Please PM me with any relevant information. Thank you.    "
144,lost senior pomeranian - name Odie- $500 reward,"$500 reward please text or call @  show contact info
 Thank you!!! Please return him 

my mom lost my Odie while she was lease babysitting my son at her house in Santa Ana.  She forgot he was at her house and decided to go for a walk and left her door open…

She doesn’t remember when he went missing but thinks it was at 3pm today.  She lives in Santa Ana the main cross street is Newhope & McFadden. 

If anyone may have seen him or took him in.
Please let me know, he looks like a puppy but he’s actually 11 years old dig with anxiety….

He has a microchips but the address listed is my old address in Irvine. 

PLEASE PLEASE help me bring my baby back….please SHARE

$500 reward to safely return to us.  He’s an old man…    "
145,Lost Samsung Galaxy S9,"Left my cell phone in the shopping cart Tuesday Nov
 2nd around 9:15pm. Phone has a case with glitter hearts that move around. Please call  show contact info
 if found    "
146,Lost senior Pomeranian in Santa Ana - name Odie - cash reward,"my mom lost my Odie while she was babysitting my son at her house in Santa Ana.  She forgot he was at her house and decided to go for a walk and left her door open…

She doesn’t remember when he went missing but thinks it was at 3pm today.  She lives in Santa Ana the main cross street is Newhope & McFadden. 

If anyone may have seen him or took him in.
Please let me know, he looks like a puppy but he’s actually 11 years old dig with anxiety….

He has a microchips but the address listed is my old address in Irvine. 

PLEASE PLEASE help me bring my baby back….please SHARE.    "
147,CAT MISSING,"Black cat with fluffyish tail. 
Bowtie collar is light blue with pizza slices on it. 
Glittery name tag. 
Been missing since 10/18. 
His name is Rigby, he is chipped. 
Last seen on 300 block of Pixley St.    "
148,LOST BLACK & WHITE BOSTON TERRIER - POMONA,"$$$   LOST BEST FRIEND - POMONA   $$$
Garey & Phillips off of Beaver
SENIOR Boston Terrier 
Altered male, goes by Nathan 
No collar but IS microchipped 
Family heartbroken & have been searching for hours 
PLEASE help find this old guy 
show contact info

REWARD for his return 
PLEASE SHARE THIS POST    "
149,$$$$$ LOST BLACK & WHITE BOSTON TERRIER  $$$$$,"$$$   LOST BEST FRIEND - POMONA   $$$
Garey & Phillips off of Beaver 11/28
SENIOR Boston Terrier 
Altered male, goes by Nathan 
No collar but IS microchipped 
Family heartbroken & have been searching for days 
This family just lost their other 10 year old Boston to epilepsy last week & are devastated thinking their boy was looking for their other dog :'-( 
PLEASE help find this old guy 
show contact info


REWARD for his return 
PLEASE SHARE THIS POST    "
150,LOST KEYS with TOYOTA KEY FOB - $$ REWARD $$ -,"It is a key ring with a black, plastic Toyota key fob and five or so other metal keys on the key ring.  One of the metal keys is black in color.  I've included pictures of what the Toyota key fob looks like.  Please let me know if you find them.  I will come to you and happily reward you with cash.    "
151,Lost American Bulldog off Diamond and Mcfadden (Santa Ana),"Answers to Koko. Very timid and friendly. Doesn't have her collar on and unfortunately not chipped. Last seen 9 pm 11/24 on Diamond St. Please call  show contact info


https://allmylinks.com/thesearchforkoko    "
152,Lost Black Cat Please Help,"Lost on 10/28/2021 around 9PM right by SANTA ANA PD 
Has yellow eyes
Black fur 
Fluffy tail 
Will approach you if you have food , friendly but just scared 
Please call  show contact info
 or  show contact info
"
153,Lost my GILF,Had to move away and lost my GILF. Looking for a new one. Hopefully still in okay shape. Works best weekdays. Model and shape doesn’t matter as long as it is clean. Send a picture of one    
154,Gray and white cat Found,"He’s a male cat that’s not neutered. Been coming around my area recently, but I can’t keep him around. He’s not friendly with my girls. He looks pretty young.    "
155,lost wallet,"Lost a black weather wallet
You can keep the money for a reward for returning it but please I need the picture of my mother back    "
156,LOST LARGE BLACK CASE CONTAINING UPRIGHT BASS,Saturday Nov. 6th Dropped large black case containing upright bass while driving on 5 fwy south approx  between 17th St and Santa Ana Blvd exit. Has my personal contact info on tag but actually is a rental belonging to Tustin Music Center. I will gladly pick it up. Significant monetary reward for your trouble. Thank you.    
157,Chihuahua lost,Small friendly chihuahua got out of my house last night and I’m asking for help she belongs to my two year old daughter please help me find her she got out on Bristol and McFadden she is black and brown    
158,FOUND:  WAHOO Fitness watch,"Found Wahoo Fitness watch , trying to return to owner.
If you lost this watch you must prove ownership by giving me the serial number or at least tell where you lost it.

email with CL link
"
159,"Lost Lenovo X240 laptop - reward if found, no questions.","Missing Lenovo X240 laptop.  It is unusual in that it has a white power brick.  Serial# PF00BDLY but this may only be in the bios, not sure if sticker is there.  Has Windows 10 installed with password.  Lost in Santa Ana (civic center area) on 10/26/2021.  NO QUESTIONS ASKED.  WILL PAY REWARD.   Here are videos of the person who 'borrowed' it from my trunk.  https://www.dropbox.com/sh/t6pxnt3ppu1ta1q/AAB2yQ4D8qWs-3xKu2prfH7xa?dl=0    "
160,Bloodhounds help locate lost pets,"Specially trained Bloodhounds and other search dogs can be utilized to locate a lost pet by providing a direction of travel. A DOT  be used to determine which way a pet traveled, evidence along the way, eye witnesses, and the targeting of a search area which is crucial.

Sixteen years of infield experience on lost dog and cat behavior and the training of search dogs.

My bloodhounds have won two awards (one State and one National) for their work in finding lost pets.


www.lostpetdetection.com
www.petsearchandrescue.com


CA28751    "
161,Lost black male cat,"Looking for our indoor / outdoor black cat, he’s been missing a couple days now and we are very worried. He normally comes by every 2 hours and stays in for a while, please any tips are greatly appreciated    "
162,APPLE WATCH,Black Apple Watch with original Apple watch band Lost on or around October 12th at the City of Orange dog park / Yorba Park - Santiago Creek bike trail.    
163,Lost Maltipoo,Medium size female maltipoo missing. Long legs and a stub tail. Missing since 11/19/21. Please be in the look out. A reward of $500 is given!!!    
164,Missing Maltipoo,"Molly has been missing!! 
Not sure if stolen or left on her own.
Please. If you have any info, please contact me. 

She has LONG LEGS and a BUNNY TAIL, and is white with CREAM ears. 

Will not ask questions, we just want Molly back! She was wearing a pink collar.    "
165,Missing Maltipoo,"Female maltipoo missing or stolen.

Please call with any info, will not as questions. A reward will be given to those who find her. 
She has LONG LEGS and a STUB TAIL LIKE A BUNNYS TAIL. 

White with creamish ears.    "
166,Gold Cadillac ring,This ring has sentimental value and I am willing to reward more the it's worth in gold for it's return I lost it last week.    
167,Have you seen this cat?,"I lost my male tuxedo cat while taking him to the vet clinic called Grand Pet Care Center across from Target. Unfortunately he escaped from his carrier and ran off into the parking lot near Starbucks.
If you have seen him please contact me.
A $100 reward shall be granted if found.

His name is Wes and he's 10 years old.

Lost at:
1602 N Grand Ave, Santa Ana, CA 92701    "
168,LOST _//CAT//_ - BLACK / Male - $$ Reward $$,"**MISSING SINCE 12/05/2021 AT 10:30 AM**

Zeus is a Male, BLACK who escaped and was last seen near Myrtle St & Maple St

Zeus is NOT wearing HIS COLLAR collar with tags and IS NOT microchipped.

If you see Zeus please DO NOT CHASE HIM.

PLEASE CALL OR TEXT ONLY.

show contact info


$$ Reward $$    "
169,Lost Frenchie reward,Lost my daughters frenchie name pepe pig  blue and tan year old he’s microchip    
170,Found Tabby Cat,Found a young tabby cat with marble marking on the sides extremely friendly. It was picked up from the El Super parking lot on Holt Boulevard and Saint Paul in Pomona.    
171,Reward! Lost my GoPro in a neighborhood by Tustin and Santa Clara,"Lost my gopro in the neighborhood between Tustin Ave and the freeway 55 on Santa Clara Ave on Sunday October 31st. You can keep the gopro as reward but would like you to send me the SD memory card, once we can verify you have the right gopro i can send you an address for you to send the memory card, i do not need to know who you are i just would like the memory back and enjoy the gopro!    "
172,Lost dogs :(,We've lost our two dogs chuchies and Diego please if you see them contact me asap.    
173,Roaming b&w cat,"Black and white, no collar, very dirty and looks thin. Roaming the Camden Martinique apts.
I can't catch the poor thing.    "
174,Viper swim fin,"lost one of my MS viper swim fins on Friday, 11/5/21 at 10 am
black fin with orange dot on the bottom, and has a fin tether strap attached
lost at tower 11 HB by the Hilton Hotel and headed south to Newport with a strong current.... couldn't catch up to it.
$20 reward if found
"
175,Lost Walker,"Lost Walker in or around the Azulon apartment complex. It is a higher end type walker with wheels, hand brakes, and a seat to rest on. This Walker is very important and necessary for the mobility of the elderly person who left it behind somewhere in the complex. She is not sure exactly where she may have left it. Also, if anyone happens to have a similar walker they no longer need and could donate, that would be very much appreciated!    "
176,garmin computer lost,"Hello there!

I lost my cycling computer on 11/28/21 in the parking lot of Estancia Park, in Costa Mesa.

It is a garmin edge 1030. 

If you found it, please reach out.
"
177,Lost dog,"Lost dog this morning 
It’s a german shepherd husky mix
Looks like Akita 
If found please call  show contact info
"
178,Paddle board,Found paddle board floating in Dana point harbor    
179,Lost Bracelet with coin attached,"Lost yesterday, a silver charm bracelet with one silver coin attached. The silver coin has a gold bezel surrounding it. We we at Norm's, TJ Max and AtHome on Harbor in Costa Mesa. REWARD! This bracelet has sentimental value and is irreplaceable to me.    "
180,Lost Womens Wedding Ring :(,"Lost on 9/4 at The OC Mix in Costa Mesa. This is a sentimental piece that cannot be replaced. Heartbroken :(

Please email with any info.    "
181,round gold earring,"I lost a round, about 1"" gold hoop earring today, I think in Home Depot on Harbor Blvd, or the parking lot at the store.
I still have the matching earring to verify it's mine.
Reward.
"
182,wedding band,found a silver and black band with a stone on side on old Edison trail on Sunday morning.11/14/21    
183,Lost doberman  female black,"Floppy ears 
Cropped tail 

Black and tan 
No collar

Reward$$$$
Text  show contact info
"
184,Lost Parakeets/ birds,I lost two parakeets. One is light blue/white and another is dark blue/black. Both of them flew away in Tustin area near Newport ave and old Irvine blvd. Please let me know if you find any of them.    
185,LOST COCKATIEL $$$,"LOST COCKATIEL, IF YOU FIND HIM OR HEARD CALL  show contact info
. HE'S HAND TAMED SO WONT BITE. REWARD IF FOUND!!!!!!! HELP PLEASE!!! LAST SEEN ON WOODCREAK AND QUAILRIDGE DR IN CAMARILLO    "
186,Lost Cat/Missing Cat,"Last Seen: October 20, 2021, on Arnold Ave., Costa Mesa near Meyer Pl., Costa Mesa 
Breed: Domestic shorthair tabby 
Sex: Male 
Color: Light gray with white paws. He also has some white on his face and underbelly. His nose is pink but he does have a hint of black on his right nostril.
Collar: Green with paw-shaped tag
If seen please contact  show contact info


"
187,Missing Cat,"MISSING: ""Kitty"" Kit Kat 


She is a domestic long-haired grey tabby. She recently got a lion cut as seen in photos. Last seen 11/10 at the Missions at Back Bay apartments. She was wearing a white flea collar. She weighs about 9 lbs. We are VERY eager to get her back home. Please contact me for any information    "
188,lost keys and tabs,"On 12/31/20 I last used my key ring. It has just a few keys and a load of tabs, think they fell out of my pack pocket at some point afterward. I don't have a pic of this unfortunately, but I do have list of tab numbers. Also own the bike locks and motorcycle that the 3 keys on this backup ring fit. 

If you find these, just send me a pic of what you have, if possible. Or maybe some tab card numbers and a description. 

Thanks for looking.    "
189,Found chihuahua mix,Found brown and tan chihuahua mix. Call to ID. Found on 38th street    
190,CAT LOST TUSTIN small Calico please ask your neighbors,"She is Small Orange white and black about 1 year old cat female her name is Copper please call  show contact info
 please call last seen 10 22 2021 on  cherrywood and poppy drive off walnut and cherrywood laurelwood track TUSTIN....SHE HAS A LOUD CRY    "
191,Keys found @ Newport Beach,"found these near the beach sign/bench @ the end of 30th. 
if they’re yours text me the brand of the leather key holder. 
hoping the owner finds these    "
192,Found a driver license,Found a driver license belongs to a female last name is arias in upland    
193,LOST DOG,LOST AUSTRALIAN CATTLE DOG (BLUE HEELER)    
194,Found brown dog,Found brown dog with blue collar on Barry St. in Camarillo    
195,Lost pup,"Light tan,black ears,nose, Pug.. about 25 lbs..Dont chase..Last seen running west on Daily dr. Owner devastated..    "
196,FOUND.  Apple Watch,Found on street    
197,Lost Cockatiel,His name is Cookie he's white/grey. Got out 10/23/21 at 4PM. Please contact me if you found him or saw him.    
198,Found: women's ring,"Found a women's ring on Kingsgrove Drive. If you are missing a ring, let me know what you lost and I'll tell you if I found it.  8-)    "
199,Ray-Ban Glasses,I found a pair of Ray-Ban sunglasses on the side of E Rowland Avenue. Describe them in detail and if your description matches I’ll arrange a pickup.    
200,"Lost brown wallet, Reward","Lost small brown wallet with my Drivers License, credit/debit card and store/retail cards name on License is Seeley 805-41010124 Reward    "
201,Found a ladies  wallet,Are you that lady.. Found your wallet let me know whats inside and you can have it back. Send photo and email lets talk    
202,Lost IPhone In black case,"Lost black IPhone 8 in Camarillo
Reward call Steve  show contact info
"
203,iPod found peninsula park @ Balboa Pier,"Found iPod on beach. Looks like it belongs to a young girl. 

Been trying to figure out how to get this back to you but there's no identification. 

Contact me.    "
204,"FOUND - Woman's Ring - Orchard Park, Irvine","As a hobby I do a little metal detecting on the weekends and found a woman's ring today (Saturday, 11/27) in the sand tot lot at Orchard Park in Irvine. It has an inscription with names and a date but no phone number. If you can describe it and tell me the inscription I'd like to get it back to you.    "
205,Lost Gold Virgin Mary Medallion in Ontario Ca,"show contact info
 please call Stephanie if Found. 

My niece was leaving her Christmas party and lost the only thing her Grandma left her abs she’s devastated she has been crying since Sunday night when she lost it. She’s willing to give a Reward she doesn’t not even care about the thick gold chain just the medellion please please if you found it please call her. Area was by S Bon View and Belmont. Thank you    "
206,Found keys,Found keys in lock 💩🗝️🔑💩 bathroom near baseball fields.    
207,Lost wallet at gas station ontario,Please help ...I don't care for cards. But it had sentimental heart picture from my daughter.    
208,Lost Pomeranian,Hi my 10 year old Pomeranian is missing. She has medical issues and needs proper medication. If found PLEASE call me. She has bad anxiety and needs to be around her brother and me (her owner).    
209,Lost Iphone 12 Blue,iPhone 12 Blue lost at Legency Club.    
210,Search K9s Help Find Lost Pets + Pet Detective,"As seen in O Magazine - Oprah's Magazine!!!

Experts at finding lost pets - Use Search Dogs to help locate lost pets. Over 26 years combined experience. Many references and credentials. Highly effective methods. 

www.petsearchandrescueinvestigations.com

show contact info


Call or email with address where your pet went missing. Include whether your pet is a cat, dog, bird or tortoise.

# 28751 CA    "
211,LOST DOG POMERANIAN,My dog escaped my yard on October 17th. His name is ABNER. He’s 13 years old Pomeranian mix with Chihuahua. He looks like a little fox. He is neutered and microchipped with info up to date. He has a heart condition and a terrible cough if he goes without his meds. I have had him since he was 7 weeks old. He’s the love of my life. Please if you have any info or have seen him please call me!!    
212,Lost cat,"Lost cat named iggy.

Small Grey and white with get patch over mouth and nose area,looks like a mask.

show contact info
"
213,Lost clothes,I was in the Tustin/Irvine area and had just purchased some ladies clothes from my favorite store and I somehow lost them.  If you happened to find them please let me know.    
214,FOUND Tabby Cat,"Found gray & black FEMALE tabby cat near East Main & Harvard . Has black collar with bell , extremely loving ❤ and meows a lot.    "
215,Found small dog near El Dorado,We found a small dog with a collar. No tags. Please provide me with pictures or proof that he’s your dog.    
216,Lost cat,"Lost cat named iggy 

show contact info
"
217,3 lost dogs found,Three dogs found roaming our apt complex in very good condition been    
218,Looking for Asian female friends,"I'm 52 years old mex looking for Asian female friends to have fun
I'm really  love and enjoy  eating  asian    "
219,lost my wallet,"Lost my wallet last week. Last seen on Tuesday October 19, 2021, in the Vons shopping center in Santa Paula. Blue rectangular with Stitch character on the front. I can identify everything in it. Please contact me if you found it. Reward if you have it.    "
220,FOUND BLACK BULLY,"We're looking for our pittie, but we found this guy on 10 St W & Ave H.
Please have proof. If nothing soon, he'll be taken to Lancaster shelter.    "
221,MISSING FEMALE RED PITBULL,"Penny
Around 45th St E & Lancaster Blvd. We think she may be further away if she didn't make it back home or to a neighbor's. 
Older red pitbull (APBT). Super friendly, but she can be dog reactive.
Wearing a pink & blue collar with a tag with all her info. Chipped as well.    "
222,Found Bunny,Found small very friendly bunny in Norco near Corona Ave and Seventh St.    
223,Lost Chihuahua,"Lost male Chihuahua. Elderly dog, may walk with a limp    "
224,Found boogey board and fins,"Found: A Boogey Board and swim fins at Ventura Harbor South Jetty parking lot. Describe the color, name, and the two digit number on the board and you shall be reunited.    "
225,FOUND Stabila Level - “David W.”,"Hi! I’m looking for someone named David W. I found this level (approx 6’) on PCH in North Laguna Beach. It looks expensive and I’m hoping to return it to the owner. 

Email me if it’s yours with proof!    "
226,Huskey found,"Blue eye brown eye.  Huskey  
 I found in woooley n Ventura rd    "
227,Missing White Cat,"White cat, blue eyes. Does not have her collar on. Has not come home for 4 days now. She is an indoor cat and very missed by all of her human family and cat partner…    "
228,lost Apple Watch,lost my silver apple watch with a dark brown (cocoa) band last week in the water    
229,Lost Cat White,Lost our Cat all white color    
230,Cat gray with white paws & chest,"Male cat
Gray with white paws and white chest. (Tuxedo Style)

Last seen October 6  on Clavel Ave near Violeta St. in Saticoy /E. Ventura

$300 REWARD    "
231,Large box,"Had a large box fall out the back of my truck, thinking while I was getting on the freeway. If found or picked up PLEASE contact.    "
232,found phone,"found phone on ADA near train station 
BAD BAD condition   Samsung ……



"
233,Lost Tabbie Male Cat / Has White tipped tail,"Lost a Tabbie Cat with a white tipped tail and 4 paws that are white. 
Friendly. May are may not allow you to pet him. 
Lost near Perkins and Hueneme Roads.

Dan / text or call    "
234,"Lost my home, 2012 Grey Grand Caravan With a Large Solar Rack","Have you seen it? Hard to miss with three large solar panels. Six months ago OC Sheriffs arrested me for being homeless in the wrong part of town and Sea Country Towing sold it along with nearly everything I own inside as soon as legally possible, pretending to not know how to contact me. If you bought it I want to discuss buying my junk back, at least stuff like my birth certificate, socks, tax receipts, etc. I have the middle and back row seats and a bolt on tow hitch to complete the overlander build if you must keep the van.    "
235,Lost dog,Lost small white  female Terrier mix around Wooley rd and between C and J streets    
236,"Lost Wallet (Ventura Road, Oxnard)","Lost black snap wallet at corner of Ventura road and Gonzales road.

Wallet has a black and white picture of my mother.  

Reward!!!

please call  show contact info
 if found.  Thank you!    "
237,Lost dog please help,"Lost our dog over one week ago, Oxnard near Wooley and Cst someone must have her because she is a sweet little dog, so if you have her or have seen her please call  show contact info
 we miss her so much    "
238,"Lost dog, poodle","Lost poodle, goes by Sophia or Sophie    "
239,Copper Blues bar - lost my bag,"Hi,
I lost my bag in copper blues bar, if anybody was within the area and seen a pink bag, please message me.  $$

Thanks    "
240,Please Help 😭,"I have lost my emotional support cat 😢
He is missing since 11th October in McKinley street area, I have been looking for him every day everywhere, I reported to the shelter and animal control, I asked the neighbors, put flyers, posted adds online in all the app I know. I did everything I could do.
He is sick and needs his medication 😭
Please if you found or even saw him recently let me know, calm me down please please please, I’m so heartbroken 💔 pray for me please 🙏🏻 
He is chocolate brown and white with blue eyes 😥
"
241,Lost my kitty,"Hello, my family has lost our precious BELLA please , please, please be on the look out for our sweet girl. She’s 100% an indoor cat and needs to come home. Last seen on the street of Montbury Dr. She has a pink and gold collar on with a gold bell. Please contact me if you find her or see her around. Last seen 10/26    "
242,lost wallet in Lake Forest,"burgandy wallet with my drivers license, bank cards and $131 inside
if found i will compensate you for its return. 

seven 1 four 8 eight three 19 four 0 please call me    "
243,Lost wallet,"UPDATE ON A LOST WALLET:
my sister just told me it's a big black wallet with Dia de Los Muertos flowers embroidered on it    "
244,Found: NFL EAGLES shirt,"NFL Authentic Equipment shirt, EAGLES team, looks new.  Email me back with player's number/name, and it's yours.    "
245,Lost green backpack,"Green Herschel backpack missing, might have been taken from an unlocked vehicle parked in M Street, please message if any info, it has everything inside.    "
246,Found/seen white long-haired German Shepard,"Saw a white long-haired German Shepard. Very nice animal, lost and hungry. Pearson Rd and fifth place area of Port Hueneme    "
247,Lost Samsung phone in Black Case,"Fell off my work car 10:45 AM on 11/3.  This is not my phone and contains photos for work.  It's based in New Jersey as it's owned by the company I work for.   If you know who may have found it, please let me know.    I think it may have been near Nile River Drive as a guess. but not sure  Thanks    "
248,Lost Dog,"Lost family dog Friday evening, Oct 22.  He's a mix husky and pug, black with some white and blue eyes, medium size.  This dog means everything to this single mom and her son.  Please call with any information  show contact info
.  Reward offered.  Thank you.    "
249,found dog / white fluffy dog,"I found this dog he looks like a husky / lab mix he’s white and fluffy let me know  show contact info
"
250,Glasses Found on Moss Street Beach,I found a pair of glasses on Moss Street Beach. Let me know if they are yours.    
251,Lost Hobie Outback kayak,"My Hobie Outback Kayak was lost on Thanksgiving day in the santa ana winds. If found please contact me:  show contact info
"
252,Skateboard with stickers,I lost my board last week. It has stickers all over the bottom.  Please return it. Last seen at the end of Ventura road at port Hueneme beach    
253,Stolen North Face travel bag- reward,"Stolen North Face bag with men's shoes, clothing and valuable items.
Reward if found.

Black bag, white writing.
Brand new converse, jeans and dress shirt amoung several other items.    "
254,Missing Chinchilla,Missing 11 month boy chinchilla. The latch to his cage wasn't properly closed and he escaped. Unfortunately it was between midnight and early morning  11/18  to 11/19  and the room his cage is in leads to the back yard.  Our harder shows up bright and early Friday morning so all gates and the back door were open. Anything is possible with 6ft  jumping 15mph bolting chinchillas. We've looked in surrounding bushes trees holes everyday of the yard And house with no luck and no sign of him. Gardner and neighbor haven't seen him either. I have no idea what happened I just hope he's safe and ok. If anyone has seen a loose chinchilla in the marina west Ventura Rd Woolley Rd area or know of someone who found him please please please contact me. Out family would appreciate it. A reward will be given to whoever helps with his safe return. Thank you.    
255,Found Dog,Found Small dog in Oxnard on 5th st by Stawberry Fields.    
256,"Missing Dog, $$ Reward if found","Small-medium, 30 lbs male dog missing in Ventura and last seen in the Todd Ranch neighborhood near Telephone Rd, Ramelli Ave, and Ralston St. He has reddish hair and looks like a small golden retriever mix. Floppy ears, short hair, bushy curly tail. He is skittish and not easily approachable, but even if you see him that is helpful information.    "
257,Keys Laguna Beach,found keys sunday liberty  NYC oro and del mar    
258,Lost black and white cat,"We noticed this morning our cat got out sometime last night. Please contact us if you see him, he goes by mushu and will complain if he goes too long without food. He's wearing a blue plaid collar with a bell.    "
